-43.368553, -8.906532 
-29.649988, -30.285294 
-19.064880, -23.345093 
8.717208, -9.951044 
-29.547009, -22.459854 
-29.392759, -23.574619 
8.744966, -28.981213 
5.147752, -28.153446 
5.051541, -30.571062 
-38.164471, -12.540587 
-26.444901, -29.696388 
-39.167397, -22.609482 
-38.774677, -21.955816 
-43.378212, -23.355963 
-32.608261, -28.774540 
8.720427, -9.810399 
-41.105434, -29.386824 
-38.191349, -11.317583 
-30.011080, -28.897774 
-38.594887, -29.815668 
-40.393528, -23.635139 
5.067206, -28.589031 
8.280531, -11.276970 
-36.661049, -24.484797 
-40.313084, -8.956659 
8.256903, -10.473894 
-29.622480, -9.781096 
-26.445114, -24.655754 
-38.788181, -10.691722 
-41.204514, -23.043137 
-38.210690, -22.088879 
-40.468109, -22.763245 
5.282415, -10.803502 
8.413844, -9.717888 
8.890007, -23.563183 
-43.192627, -30.303608 
-41.119900, -28.260592 
-29.339025, -11.044928 
-38.271950, -30.074194 
-43.599262, -30.663769 
-30.251890, -28.860064 
8.870215, -9.968569 
-38.654808, -8.871672 
-19.039486, -23.056757 
-43.352703, -28.849417 
-32.598221, -23.163095 
-30.024374, -30.018799 
8.733471, -22.652475 
-38.167877, -22.768013 
-40.745781, -10.752336 
-39.144798, -28.548426 
8.491973, -23.003380 
5.128538, -11.190584 
-40.694622, -21.862089 
8.612966, -22.300261 
8.747257, -29.582001 
1.572747, -30.389009 
8.793003, -23.579426 
-11.189347, -22.368540 
-30.132483, -22.123795 
-43.197262, -23.286846 
-32.572392, -22.999022 
-30.446886, -11.371402 
-38.764420, -30.027403 
-39.174721, -29.068110 
-40.775902, -10.681159 
8.600071, -8.805765 
-38.621784, -24.682236 
-29.680170, -29.821955 
8.343771, -10.392741 
-7.820228, -29.134954 
-40.404613, -22.057196 
-43.316120, -8.990790 
-19.062231, -29.412783 
-43.133873, -21.863981 
-19.006981, -22.182722 
4.993888, -30.377785 
5.182573, -28.137346 
-29.614002, -11.266601 
-19.023556, -23.667435 
-41.291801, -28.831915 
-41.146469, -30.646008 
4.780821, -30.892973 
-29.917051, -30.127333 
-30.159029, -11.316134 
-40.504913, -28.323639 
-38.284779, -8.936314 
7.369839, -21.913786 
-32.339882, -12.543136 
-19.049006, -30.094904 
-30.307520, -12.571511 
-40.202995, -28.524656 
8.807666, -29.716713 
-43.614815, -22.866264 
-38.221565, -23.554253 
7.334085, -23.096878 
-38.179356, -10.628615 
8.248391, -28.143837 
-29.642994, -30.297386 
-32.743256, -30.806011 
-18.944878, -10.809351 
-32.477615, -29.920650 
-38.055447, -23.044014 
-11.177986, -8.858415 
5.289666, -11.069632 
-36.726120, -11.198008 
-38.910404, -30.430832 
-32.569916, -10.938437 
1.510757, -30.137243 
-26.455936, -30.128641 
-30.295647, -23.166328 
7.507546, -30.223015 
-32.726810, -21.740185 
8.483447, -11.358350 
5.253798, -10.427639 
-39.085884, -29.944380 
-39.195797, -8.940348 
-38.264946, -28.657892 
8.709255, -8.889406 
-36.734455, -11.255390 
-32.306438, -11.231095 
-32.710434, -23.583389 
4.944401, -30.484467 
7.464062, -28.655817 
-38.735428, -28.138048 
-30.344536, -23.351704 
8.390726, -10.000158 
-30.056681, -28.331833 
-38.193115, -9.834404 
8.415273, -28.859196 
8.301595, -10.580442 
-29.533150, -21.897709 
8.452420, -21.855125 
-38.430805, -24.462629 
-16.751423, -10.657617 
-43.358791, -23.342695 
-40.859505, -21.897810 
-38.810947, -29.473907 
8.874453, -24.643997 
-29.430456, -22.249762 
-29.856556, -11.195333 
-43.280800, -23.017193 
-26.388941, -29.291716 
-0.261585, -29.049381 
8.842361, -29.341850 
-32.813869, -23.417433 
-38.731979, -24.576931 
4.966305, -23.134233 
-30.194487, -11.156457 
-40.974480, -12.541800 
-39.287601, -10.919564 
8.662140, -22.276365 
-29.723646, 18.656063 
-29.538414, 5.845587 
36.829662, 6.336075 
4.774972, 5.731928 
39.018448, 18.821478 
36.702091, 6.077929 
19.379738, 19.072813 
-40.171734, 6.304254 
-29.526114, 6.308164 
39.173756, 17.628237 
22.584881, 17.770407 
42.327061, 17.721457 
39.244358, 9.130706 
38.113892, 18.935768 
