0, 44 
0, 265 
0, 325 
0, 372 
0, 589 
0, 808 
0, 820 
0, 1001 
0, 1002 
0, 1436 
0, 2296 
0, 2490 
0, 2679 
0, 2778 
0, 2887 
0, 3080 
0, 3144 
0, 3343 
0, 3392 
0, 3514 
0, 3560 
0, 3881 
0, 4109 
1, 38 
1, 124 
1, 297 
1, 418 
1, 476 
1, 610 
1, 818 
1, 1017 
1, 1089 
1, 1108 
1, 1142 
1, 1148 
1, 1200 
1, 1237 
1, 1252 
1, 1330 
1, 1344 
1, 1614 
1, 1720 
1, 1743 
1, 1789 
1, 1941 
1, 2038 
1, 2392 
1, 2494 
1, 2522 
1, 2529 
1, 2617 
1, 2674 
1, 2772 
1, 2927 
1, 2989 
1, 3197 
1, 3739 
1, 3865 
1, 3914 
1, 3934 
1, 3940 
1, 4144 
2, 18 
2, 202 
2, 264 
2, 306 
2, 401 
2, 430 
2, 635 
2, 746 
2, 778 
2, 843 
2, 893 
2, 1030 
2, 1229 
2, 1245 
2, 1435 
2, 1570 
2, 1686 
2, 1772 
2, 1809 
2, 1897 
2, 1921 
2, 1940 
2, 2184 
2, 2223 
2, 2276 
2, 2292 
2, 2337 
2, 2857 
2, 3029 
2, 3034 
2, 3093 
2, 3196 
2, 3216 
2, 3296 
2, 3361 
2, 3363 
2, 3374 
2, 3550 
2, 3557 
2, 3598 
2, 3653 
2, 3696 
2, 3709 
2, 3984 
3, 98 
3, 109 
3, 177 
3, 549 
3, 630 
3, 762 
3, 819 
3, 901 
3, 924 
3, 1021 
3, 1167 
3, 1456 
3, 1623 
3, 1723 
3, 1945 
3, 1971 
3, 1987 
3, 2214 
3, 2741 
3, 2811 
3, 2976 
3, 3066 
3, 3351 
3, 3390 
3, 3487 
3, 3779 
3, 3877 
3, 3988 
3, 3994 
3, 4147 
4, 96 
4, 284 
4, 450 
4, 472 
4, 654 
4, 699 
4, 750 
4, 966 
4, 1019 
4, 1914 
4, 2019 
4, 2584 
4, 3719 
5, 127 
5, 187 
5, 273 
5, 347 
5, 546 
5, 559 
5, 908 
5, 916 
5, 1128 
5, 1319 
5, 1631 
5, 1727 
5, 1864 
5, 1972 
5, 2105 
5, 2128 
5, 2246 
5, 2263 
5, 2339 
5, 2599 
5, 2874 
5, 2891 
5, 2937 
5, 3128 
5, 3364 
5, 3531 
5, 3540 
5, 3855 
6, 520 
6, 847 
6, 927 
6, 928 
6, 1105 
6, 1395 
6, 2017 
6, 2267 
6, 2367 
6, 2380 
6, 2691 
6, 2858 
6, 3157 
6, 3277 
6, 3492 
6, 3599 
6, 3708 
7, 85 
7, 95 
7, 1225 
7, 1313 
7, 1998 
7, 2219 
7, 2226 
7, 2237 
7, 2417 
7, 2587 
7, 3091 
7, 3201 
7, 4090 
8, 17 
8, 337 
8, 393 
8, 419 
8, 582 
8, 650 
8, 673 
8, 790 
8, 822 
8, 1083 
8, 1117 
8, 1285 
8, 1359 
8, 1411 
8, 1559 
8, 1600 
8, 1783 
8, 1874 
8, 1932 
8, 2086 
8, 2119 
8, 2122 
8, 2178 
8, 2197 
8, 2210 
8, 2229 
8, 2286 
8, 2396 
8, 2407 
8, 2796 
8, 3079 
8, 3167 
8, 3288 
8, 3300 
8, 3340 
8, 3556 
8, 3692 
8, 3811 
8, 3852 
8, 3958 
8, 4127 
8, 4142 
8, 4171 
9, 2799 
9, 3473 
9, 3763 
10, 992 
10, 1292 
10, 1992 
10, 2401 
10, 2443 
10, 2977 
10, 3076 
10, 3171 
10, 3570 
10, 3571 
11, 389 
11, 461 
11, 536 
11, 639 
11, 773 
11, 788 
11, 1056 
11, 1322 
11, 1337 
11, 1505 
11, 1659 
11, 1739 
11, 1829 
11, 1899 
11, 2442 
11, 2477 
11, 2551 
11, 2730 
11, 2959 
11, 2990 
11, 3023 
11, 4032 
11, 4052 
11, 4064 
11, 4076 
11, 4167 
13, 73 
13, 257 
13, 261 
13, 402 
13, 530 
13, 541 
13, 602 
13, 626 
13, 658 
13, 711 
13, 716 
13, 895 
13, 999 
13, 1003 
13, 1011 
13, 1052 
13, 1208 
13, 1275 
13, 1279 
13, 1345 
13, 1405 
13, 1535 
13, 1557 
13, 1857 
13, 1938 
13, 2098 
13, 2208 
13, 2215 
13, 2222 
13, 2342 
13, 2383 
13, 2506 
13, 2602 
13, 2910 
13, 2986 
13, 3223 
13, 3234 
13, 3298 
13, 3380 
13, 3454 
13, 3499 
13, 3529 
13, 3539 
13, 3928 
14, 41 
14, 205 
14, 253 
14, 318 
14, 492 
14, 613 
14, 720 
14, 951 
14, 1093 
14, 1102 
14, 1131 
14, 1243 
14, 1310 
14, 1318 
14, 1327 
14, 1661 
14, 1685 
14, 1706 
14, 1773 
14, 1805 
14, 1865 
14, 2036 
14, 2048 
14, 2094 
14, 2111 
14, 2175 
14, 2308 
14, 2321 
14, 2353 
14, 2356 
14, 2783 
14, 2824 
14, 2923 
14, 2968 
14, 3012 
14, 3035 
14, 3109 
14, 3146 
14, 3208 
14, 3503 
14, 4125 
14, 4172 
15, 200 
15, 228 
15, 245 
15, 324 
15, 378 
15, 486 
15, 493 
15, 603 
15, 640 
15, 643 
15, 679 
15, 691 
15, 769 
15, 821 
15, 944 
15, 989 
15, 1492 
15, 1529 
15, 1629 
15, 1633 
15, 1635 
15, 1660 
15, 1698 
15, 1738 
15, 1794 
15, 1910 
15, 1919 
15, 1966 
15, 2043 
15, 2073 
15, 2457 
15, 2559 
15, 2767 
15, 2851 
15, 2957 
15, 2997 
15, 3431 
15, 3455 
15, 3511 
15, 3749 
15, 3864 
15, 3973 
16, 55 
16, 130 
16, 266 
16, 369 
16, 424 
16, 587 
16, 1004 
16, 1012 
16, 1228 
16, 1260 
16, 1406 
16, 1532 
16, 1556 
16, 1652 
16, 1886 
16, 1931 
16, 1960 
16, 2074 
16, 2099 
16, 2123 
16, 2124 
16, 2145 
16, 2421 
16, 2452 
16, 2613 
16, 2703 
16, 2781 
16, 2812 
16, 3028 
16, 3139 
16, 3181 
16, 3232 
16, 3465 
16, 3667 
16, 3727 
16, 3841 
16, 3848 
16, 3963 
16, 4048 
16, 4156 
17, 135 
17, 216 
17, 270 
17, 340 
17, 357 
17, 419 
17, 582 
17, 650 
17, 790 
17, 822 
17, 826 
17, 861 
17, 995 
17, 1117 
17, 1285 
17, 1300 
17, 1469 
17, 1853 
17, 1929 
17, 1932 
17, 2086 
17, 2229 
17, 2262 
17, 2407 
17, 2411 
17, 2430 
17, 2660 
17, 2873 
17, 3167 
17, 3338 
17, 3396 
17, 3430 
17, 3655 
17, 3692 
17, 3811 
17, 3918 
17, 3924 
17, 3958 
17, 4127 
17, 4171 
18, 170 
18, 208 
18, 306 
18, 400 
18, 566 
18, 635 
18, 778 
18, 844 
18, 1103 
18, 1166 
18, 1245 
18, 1507 
18, 1809 
18, 1897 
18, 2205 
18, 2223 
18, 2276 
18, 2337 
18, 2454 
18, 2845 
18, 3034 
18, 3044 
18, 3093 
18, 3156 
18, 3216 
18, 3296 
18, 3361 
18, 3422 
18, 3557 
18, 3598 
18, 3712 
18, 3793 
18, 3984 
18, 4126 
19, 326 
19, 500 
19, 601 
19, 865 
19, 956 
19, 1211 
19, 1384 
19, 1393 
19, 1582 
19, 1645 
19, 1719 
19, 1737 
19, 1890 
19, 2285 
19, 2369 
19, 2792 
19, 2958 
19, 3017 
19, 3448 
19, 3710 
19, 4016 
20, 189 
20, 584 
20, 663 
20, 677 
20, 796 
20, 935 
20, 940 
20, 1160 
20, 1230 
20, 1312 
20, 1321 
20, 1332 
20, 1407 
20, 1425 
20, 1695 
20, 1989 
20, 2109 
20, 2121 
20, 2170 
20, 2400 
20, 2455 
20, 2553 
20, 2568 
20, 2786 
20, 2909 
20, 3059 
20, 3068 
20, 3205 
20, 3219 
20, 3339 
20, 3426 
20, 3523 
20, 3654 
20, 3833 
20, 3910 
20, 3969 
20, 4058 
20, 4157 
21, 100 
21, 252 
21, 308 
21, 729 
21, 806 
21, 1199 
21, 1274 
21, 1516 
21, 2023 
21, 2065 
21, 2080 
21, 2148 
21, 2951 
21, 3121 
21, 3468 
21, 3846 
21, 4053 
22, 312 
22, 367 
22, 554 
22, 672 
22, 770 
22, 850 
22, 913 
22, 1118 
22, 1147 
22, 1250 
22, 1510 
22, 1576 
22, 1578 
22, 1693 
22, 1812 
22, 1851 
22, 1876 
22, 1911 
22, 2089 
22, 2186 
22, 2325 
22, 2615 
22, 2622 
22, 2911 
22, 2953 
22, 3192 
22, 3235 
22, 3314 
22, 3504 
22, 3563 
22, 3686 
22, 3767 
22, 3935 
22, 4034 
23, 148 
23, 194 
23, 440 
23, 455 
23, 669 
23, 1050 
23, 1079 
23, 1152 
23, 1504 
23, 1526 
23, 1545 
23, 1644 
23, 1784 
23, 2027 
23, 2266 
23, 2456 
23, 2468 
23, 2544 
23, 2834 
23, 2895 
23, 2970 
23, 3253 
23, 3920 
23, 4074 
23, 4130 
24, 3366 
24, 4190 
25, 40 
25, 139 
25, 230 
25, 260 
25, 420 
25, 504 
25, 524 
25, 732 
25, 867 
25, 971 
25, 977 
25, 1130 
25, 1228 
25, 1317 
25, 1442 
25, 1539 
25, 1652 
25, 1670 
25, 1684 
25, 1760 
25, 1779 
25, 1852 
25, 1960 
25, 1986 
25, 1995 
25, 2242 
25, 2598 
25, 2626 
25, 2659 
25, 2661 
25, 2720 
25, 2985 
25, 3210 
25, 3341 
25, 3434 
25, 3497 
25, 3559 
25, 3607 
25, 3700 
25, 3734 
25, 3764 
25, 4108 
25, 4156 
27, 56 
27, 684 
27, 965 
27, 1079 
27, 1191 
27, 1502 
27, 1758 
27, 1856 
27, 2150 
27, 2510 
27, 2591 
27, 2600 
27, 2837 
27, 3436 
27, 3699 
27, 4105 
28, 57 
28, 185 
28, 198 
28, 345 
28, 804 
28, 878 
28, 929 
28, 964 
28, 1014 
28, 1463 
28, 1515 
28, 1550 
28, 1587 
28, 1653 
28, 1689 
28, 1716 
28, 2317 
28, 2702 
28, 2752 
28, 2771 
28, 2905 
28, 2922 
28, 3045 
28, 3101 
28, 3173 
28, 3669 
28, 3750 
28, 3754 
28, 3777 
28, 3930 
28, 4009 
28, 4102 
28, 4137 
29, 61 
29, 437 
29, 565 
29, 591 
29, 606 
29, 612 
29, 707 
29, 736 
29, 797 
29, 967 
29, 1184 
29, 1370 
29, 1657 
29, 1691 
29, 1774 
29, 1917 
29, 2478 
29, 2483 
29, 2533 
29, 2628 
29, 2650 
29, 2655 
29, 2694 
29, 2791 
29, 2802 
29, 3038 
29, 3172 
29, 3239 
29, 3313 
29, 3371 
29, 3509 
29, 3580 
29, 3639 
29, 3824 
29, 3949 
29, 4012 
29, 4136 
29, 4196 
30, 101 
30, 114 
30, 153 
30, 236 
30, 321 
30, 572 
30, 692 
30, 807 
30, 937 
30, 1041 
30, 1680 
30, 2026 
30, 2104 
